title,bleu_short,bleu_marketing,bleu_technical,rouge_short,rouge_marketing,rouge_technical,cosine_short,cosine_marketing,cosine_technical,bleu_short_norm,rouge_short_norm,cosine_short_norm,bleu_marketing_norm,rouge_marketing_norm,cosine_marketing_norm,bleu_technical_norm,rouge_technical_norm,cosine_technical_norm,score_short,score_marketing,score_technical
Denon DL-110 High Output Moving Coil Cartridge [Electronics],0.02778444133615303,0.011411502565025992,0.02036155669017065,0.11940298507462685,0.08849557522123894,0.1935483870967742,0.3475429,0.32325926,0.5033997,0.06239696055582504,0.1724709784411277,0.39571616,0.05162637335541922,0.17371353654539495,0.33637846,0.07877133722818845,0.30740037950664134,0.54700774,0.2565750650171444,0.22452420505622772,0.37004679895566484
64GB mSATA SSD Drive,0.010273258878124029,0.007724551620034282,0.008561866771314383,0.22222222222222224,0.10526315789473684,0.18867924528301888,0.6678522,0.5799827,0.67587984,0.023071190139928817,0.3209876543209877,0.7378444,0.03494636956585479,0.20662768031189083,0.62729275,0.03312269808288288,0.29966703662597116,0.7337888,0.4549369148944497,0.3740398886024015,0.4500918278365305
"2 in 1 Stylus Pen for iPhone X, 8, 8 Plus, 7/7s Plus, iPad 2017 Pro 9.7 / 10.5, Samsung Galaxy S8/S8 Plus and other Touchscreen Devices by Cellet-Black",0.003012644734672508,0.006674181958979,0.005643804806412412,0.10628019323671498,0.12851405622489961,0.12444444444444445,0.6479683,0.6885475,0.6719742,0.006765652488879653,0.15351583467525498,0.716606,0.030194429497152578,0.2522683325896178,0.7503164,0.021833794852757746,0.19764705882352943,0.7295593,0.3983733822547483,0.4457738812489265,0.4196498645840803
22IN LCD 1680X1050 100000,0.0137912675450633,0.008074938486987884,0.01029376943377385,0.125,0.075,0.13333333333333333,0.68134344,0.7072362,0.71646625,0.03097176461505532,0.18055555555555555,0.7522546,0.036531542342980755,0.14722222222222223,0.7714941,0.039822789374863984,0.21176470588235294,0.7777404,0.4290091326892897,0.43168548641984994,0.4517670832697943
Ecolink Security Products ECWST101 GE-Compatible 4-Button Remote,4.221827320349777e-05,0.0014904383759692524,0.00014873156966424097,0.0792079207920792,0.12352941176470589,0.09003215434083602,0.6302116,0.707523,0.6420659,9.481176518694163e-05,0.11441144114411439,0.69763976,0.0067428393081956995,0.24248366013071895,0.7718191,0.0005753874720273924,0.14299224512956307,0.6971712,0.3774464449049529,0.44821618220225795,0.3844775137717355
ASRock MicroATX DDR3 1066 NA Motherboard N68C-GS4 FX,4.2554256363748074e-05,0.0049467004234445885,0.007967554800895876,0.07339449541284404,0.12454212454212453,0.10483870967741936,0.46387562,0.60650885,0.6131741,9.556629999093212e-05,0.10601427115188584,0.5199732,0.02237919165183827,0.2444715778049111,0.65735173,0.03082352472630033,0.16650853889943074,0.6658839,0.28651406858347395,0.39538855849120147,0.382274965273956
Intocircuit 60W Replacement Laptop Adapter/Charger For SAMSUNG 0335A1960 AD-6019R CPA09-004A PSCV600/04A with Power Cord,0.00038959812107527985,0.0013754698039367698,0.0003283370609699932,0.046082949308755755,0.016260162601626018,0.04651162790697674,0.2644471,0.31354207,0.30081892,0.0008749407014970651,0.0665642601126472,0.30696,0.006222714075776332,0.031918096958747366,0.3253671,0.001270214735922671,0.07387140902872776,0.32763016,0.17033979354688933,0.17221874930175227,0.18260048706069995
Usrobotics Charging Stand for Ipad/iphone,0.03325044392496872,0.04384256821443283,0.023765801212224557,0.2727272727272727,0.1518987341772152,0.17543859649122806,0.86613137,0.908886,0.85811245,0.07467224598647293,0.3939393939393939,0.94963,0.198346605330986,0.2981715893108298,1.0,0.09194110107946471,0.2786377708978328,0.931131,0.5919679210059419,0.6241295486604539,0.5582102206379096
SODIAL(TM) Love Tree Design Protector Case for Apple iPod Touch 4 / iTouch 4th Gen,0.003774509644006319,0.03355914459774821,0.014822328179335096,0.14184397163120566,0.15463917525773194,0.1724137931034483,0.5365824,0.49871665,0.54442596,0.00847661201912267,0.2048857368006304,0.5976327,0.15182373387022088,0.3035509736540664,0.5352036,0.057342109411748526,0.2738336713995943,0.5914356,0.35215694028759514,0.38144546492504766,0.37851175082684385
Fusion Encounter EN-AT1100 10-Inch 300W Amplified Bass Package + Amp Kit and Bass Control,0.000691831247316766,0.006227362664603066,0.0010648807944215108,0.08648648648648648,0.09174311926605505,0.09523809523809522,0.57397145,0.5676098,0.5739082,0.0015536813041456118,0.12492492492492492,0.63756865,0.028172990200932748,0.18008834522595993,0.613272,0.00411963021499684,0.15126050420168063,0.62336236,0.3504039778721938,0.3587013394967531,0.3505262147965674
Fisher-Price Little People Disney Klip Klop Jasmine,0.025432465853977973,0.04780976883973394,0.030205614008246316,0.15652173913043477,0.22352941176470587,0.1395348837209302,0.57312036,0.63171405,0.5712018,0.057115007263548984,0.2260869565217391,0.63665956,0.21629447674323599,0.4387799564270152,0.6859138,0.11685435664045599,0.22161422708618325,0.62043154,0.38913027224019103,0.5067255088891814,0.3948329171299325
2GIG Hardwire Conversion Kit (2GIG-TAKE-KIT1),0.06708839685423082,0.05512554695624454,0.053287711360750015,0.22950819672131145,0.18181818181818182,0.2222222222222222,0.781665,0.65605766,0.8186997,0.15066389140673564,0.331511839708561,0.8594099,0.24939152862367095,0.3569023569023569,0.7134995,0.2061504601827587,0.3529411764705882,0.88845044,0.5502488969397433,0.5083232146046972,0.5839981310356664
"Wacom Ergo Stand for Cintiq 27QHD 27"" Pen and Touch Displays",0.013896985956535182,0.036385596302456504,0.028671333542010312,0.25,0.18633540372670807,0.2014388489208633,0.83921516,0.8214117,0.8273047,0.031209181933288463,0.3611111111111111,0.9208803,0.16461078361646075,0.3657694962042788,0.90087575,0.110918792584745,0.3199322894625476,0.8977689,0.558520232105094,0.5830329435570983,0.5565972278616004
Save4pay 3 In 1 Lightning 8Pin Camera Connection Kit Card Reader iPad 4 & iPad Mini,0.00135822819546469,0.0024197392916734113,0.004347200754042752,0.13090909090909092,0.13071895424836602,0.16783216783216784,0.66142166,0.5874338,0.6281442,0.0030502434838574257,0.18909090909090912,0.7309758,0.010947056567079222,0.25659646574679257,0.6357362,0.01681771299738806,0.26655697243932536,0.6820952,0.41352319150024375,0.3847539940962292,0.4118912861720293
The Best APC USB EXTENSION OVER CAT5/6,0.02808814253276715,0.09131433294554925,0.056704944281279,0.28571428571428575,0.2926829268292683,0.2222222222222222,0.5200156,0.8865254,0.7346735,0.06307899808023013,0.4126984126984128,0.5799374,0.413111929694181,0.5745257452574526,0.97466135,0.21937047134723908,0.3529411764705882,0.7974573,0.4089130519115034,0.7342400938630305,0.5418065508418622
Zectron 32GB Micro SDHC-UHS-1 Memory Card for Plum Z708,0.0003303641469712472,0.0034781817247296954,0.004060098452137962,0.1350210970464135,0.1371841155234657,0.12830188679245283,0.55874455,0.6277044,0.6084441,0.0007419158945190376,0.19503047351148617,0.6213045,0.01573551837680214,0.2692873378793957,0.6813701,0.01570702030397289,0.20377358490566036,0.6607617,0.3595953533634642,0.4119407538227317,0.3852510082932225
"MINOX BF 10x42 Magnification Waterproof Compact & Lightweight Anti-fog Binoculars with Nitrogen Filling, Twisting Eyecups and Tripod Socket",0.026251666043833288,0.026929964433324224,0.028634486132087363,0.20370370370370372,0.1456953642384106,0.24390243902439024,0.7254212,0.74659675,0.75718385,0.05895472760614284,0.29423868312757206,0.7993349,0.12183289539310464,0.28599460387539855,0.8160968,0.11077624357451009,0.3873744619799139,0.821834,0.4879657945283689,0.5100052661592889,0.5354546902721967
ChargerCity AC Adapter Wall Charger Power Cable6' Ft by for Magellan Roadmate 1200 1210 1212 1220 1230 1340 GPS Manufacture Direct Warranty,0.008124508692308446,0.005832819514654786,0.007673267617529091,0.10714285714285714,0.06976744186046512,0.10344827586206896,0.7636566,0.722859,0.74932694,0.01824563043309397,0.15476190476190477,0.84017485,0.02638805155258336,0.13695090439276486,0.7891976,0.029685036382031973,0.16430020283975658,0.8133257,0.4633393106996133,0.43543355085118995,0.4551591613774839
BE.EZ 100399 LA Robe for MacBook Pro 15 (Black and White),0.012442056250363298,0.0076751386973091685,0.0190143500937346,0.13559322033898305,0.1188118811881188,0.16822429906542055,0.27483404,0.30683142,0.39948192,0.02794177085277923,0.19585687382297554,0.31805447,0.03472282231757151,0.23322332233223322,0.3177627,0.0735594928324634,0.26717976910390323,0.4344737,0.21497689488876442,0.22586788751418915,0.30242166216950117
Xonz XZ-31H-C 1.3 Megapixel IP Camera (White),0.0013992311781210885,0.00575152112928664,0.010437175505081078,0.1590909090909091,0.14492753623188404,0.1941747572815534,0.68893296,0.7792715,0.76527685,0.0031423260080488844,0.2297979797979798,0.76036114,0.026020252415502845,0.28448738593666123,0.8531232,0.04037757446204568,0.3083952027412907,0.83059806,0.4384156439544826,0.5041885035974404,0.5024922224590219
Cable HDMI Male to HDMI Male 25FT,0.011960788793165379,0.021978387062235625,0.022740237657110442,0.17391304347826084,0.140625,0.20338983050847456,0.47368026,0.47017008,0.62664056,0.026860963570017483,0.251207729468599,0.53044575,0.09943164011568598,0.2760416666666667,0.5028551,0.08797357473174534,0.32303090727816547,0.68046695,0.33474005052367695,0.3452958877402812,0.4429845954723416
KM216,0.010213489324855638,0.006100994907807137,0.006821628787544315,0.09090909090909091,0.09302325581395347,0.12195121951219512,0.33036977,0.2449015,0.44885635,0.02293696255505115,0.13131313131313133,0.3773732,0.02760129432168649,0.18260120585701978,0.24758485,0.02639036051347546,0.19368723098995694,0.48794195,0.2272491178340729,0.17634304984268834,0.2989903731556661
Suoran Lenove ThinkPad S1 Yoga 12.5 Inch Sleeve Case Cover Portable Computer Sleeve Laptop Bag Wool Felt Sleeve for ThinkPad S1 Yoga 12.5 Inch-Grey,0.003320101022988187,0.012008035509465378,0.008266830745365028,0.11612903225806451,0.11926605504587157,0.15384615384615385,0.70438623,0.60109836,0.6470516,0.00745612301742367,0.16774193548387095,0.77686703,0.054325126857243035,0.2341148487937479,0.6512206,0.03198131274343384,0.24434389140271492,0.70257026,0.4322330306508669,0.3977203037519964,0.4203664308220749
8GB PRO USB DRIVE -RED,0.004395463472770535,0.010084159359150113,0.0038415677487295104,0.17391304347826086,0.10810810810810811,0.12213740458015267,0.6125428,0.6264084,0.6140809,0.009871120229369592,0.25120772946859904,0.67876744,0.04562138711221005,0.21221221221221223,0.67990154,0.014861605781162348,0.19398293668612482,0.6668659,0.4046534337761157,0.4044091699707998,0.38564407824568225
"Neewer Four(4) Packs of Hot Shoe Flash Stand for Nikon SB-900 SB-800 SB-600 SB-910 Canon 580EX, 580EX II, Canon 430EX, 380EX, 220EX, 550EX, Sigma EF-500/Z3, Pentax AF-360FGZ, AF-540FGZ, AF-220T, AF-500FTZ, Olympus FL-20, FL-36, FL-50, Pansonic DMW-FL28, DMW-FL360, DMW-FL500",0.0479882650088652,0.011268748231290511,0.013022117772946155,0.23300970873786409,0.07633587786259541,0.1848739495798319,0.6320351,0.40407914,0.66931695,0.1077697349633026,0.3365695792880259,0.69958746,0.05098054354558162,0.14984450098953914,0.42796206,0.05037776070496165,0.29362333168561533,0.72668177,0.4608785607291224,0.2641872935053012,0.449341157544742
"Haier TCF20 20-Inch CRT TV with Built-In DVD Player, Silver",0.00664546713574624,0.030321653986831405,0.009517636694347305,0.16091954022988506,0.15311004784688995,0.14444444444444443,0.72248554,0.6896942,0.72208464,0.01492407011994297,0.23243933588761176,0.79619926,0.1371771176107542,0.3005493531809321,0.7516159,0.036820218663719914,0.22941176470588232,0.7838246,0.45994048257297937,0.485239558657852,0.4584703071579371
MMMPF141W - 3m Blackout Frameless Privacy Filter for 14.1amp;quot; Widescreen Notebook,0.007936971958519935,0.01479598240604205,0.018903710491155343,0.09638554216867469,0.08547008547008547,0.12121212121212122,0.4194859,0.5464976,0.54213834,0.017824469466083855,0.13922356091030788,0.47255978,0.06693797836891614,0.16777461221905668,0.589348,0.07313146910234404,0.1925133689839572,0.5889583,0.27554189753531344,0.35335215673169473,0.3608903710225061
SanDisk 16GB Connect Wireless Flash Drive,0.0009378016617465353,0.004644236026587559,0.002745837338130319,0.12307692307692308,0.12318840579710144,0.1111111111111111,0.75331247,0.7239772,0.80344963,0.002106069817608495,0.17777777777777778,0.82912606,0.021010823219207844,0.2418142780461621,0.7904647,0.010622629803153913,0.1764705882352941,0.8719359,0.4595339919033479,0.460938624950513,0.4827412565226278
Lexmark 200XL Black High Yield Return Program Inkjet Ink/Print Cartridge,0.023321845533632056,0.026567215823150997,0.016552533910717846,0.1515151515151515,0.18018018018018017,0.12371134020618557,0.55090183,0.648803,0.598128,0.05237507777266574,0.21885521885521883,0.61292756,0.12019179729263554,0.353687020353687,0.7052787,0.06403563590457743,0.19648271679805943,0.6495903,0.37427135217592256,0.47110905172641526,0.38992474489295964
Marumi 86mm Lens Protector Super DHG Filter - Marumi AMDSLP86,0.008725369621142079,0.012058111009995943,0.008346652911379192,0.05405405405405405,0.06122448979591836,0.07142857142857142,0.48070794,0.4630102,0.5179391,0.019595014976132603,0.07807807807807808,0.5379522,0.05455167165023757,0.1201814058956916,0.49474165,0.03229011520156915,0.11344537815126049,0.5627526,0.2933943656021147,0.2910540936042786,0.31781017558048646
GPX BD707B CD Boombox (Discontinued by Manufacturer),0.017360570848147464,0.008929983349994479,0.015096674259927572,0.10256410256410256,0.04761904761904762,0.11538461538461538,0.52853477,0.42343858,0.47813398,0.0389875341142435,0.14814814814814814,0.5890369,0.04039982043183655,0.09347442680776015,0.44989982,0.05840345299958992,0.1832579185520362,0.51964706,0.34130236152743565,0.25841847304666216,0.3202388738003058
"Dell Inspiron i3543 15.6-Inch Touchscreen Laptop (Intel i3-5005U, 4GB RAM, 1TB HD, DVD RW, WiFi, Windows 8.1) Black",0.006418035152724294,0.020535043914587176,0.011290687477303045,0.17964071856287425,0.15813953488372093,0.13872832369942195,0.5090326,0.6108415,0.6375819,0.01441331432312628,0.2594810379241517,0.56820625,0.09290186265685621,0.3104220499569337,0.6622614,0.04367949682560684,0.22033321999319957,0.69231546,0.3525767133956055,0.43196169137785845,0.4121609088304035
20ft RG58 Coaxial Cable Assembly,0.023379363090996738,0.011970618365308015,0.03541661075416827,0.15384615384615385,0.07339449541284404,0.17721518987341772,0.6089797,0.58056647,0.6408198,0.05250424793357453,0.22222222222222224,0.6749616,0.054155849284622415,0.14407067618076794,0.6279543,0.13701377707249815,0.28145941921072226,0.6958218,0.406162430803796,0.3635337834754937,0.45252920991560797
"Sony NP-FV100 Digital Camera Battery Replacement (3900mAh, 7.2V, Lithium-Ion) - Compatible with Sony DCR-HC32, HDR-CX220, HDR-CX190, DCR-SX85, NEX-VG30, HXR-NX30U, NEX-VG900, HDR-CX430V",0.013410145683554652,0.015561179143993274,0.013300932547151525,0.125,0.1125,0.15748031496062995,0.53292507,0.30422646,0.59568477,0.030115859489168405,0.18055555555555555,0.5937263,0.07039977774710598,0.22083333333333333,0.3148108,0.05145639201676772,0.2501157943492358,0.64694446,0.3495309924368707,0.2302136840067584,0.3988652782180115
4GB (2X2GB) Memory RAM for Compaq Presario F750US Laptop Memory Upgrade - Limited from Seifelden,0.022288268194017562,0.014444039730392972,0.01791916416310803,0.20338983050847456,0.12121212121212122,0.17142857142857143,0.5447142,0.4555098,0.5154169,0.05005391954921774,0.2937853107344633,0.6063185,0.06534576701294181,0.23793490460157127,0.48624235,0.06932262324622991,0.2722689075630252,0.56002134,0.38911904447887924,0.3189413448617124,0.36540855312582143
"LCD Back Cover fits MacBook Pro 15"" Unibody A1286 MC721 MC723 2011",0.10726680133006206,0.0584509305717433,0.11508832942853259,0.33333333333333337,0.1694915254237288,0.37037037037037035,0.84170556,0.7112187,0.8259649,0.24089461762300518,0.48148148148148157,0.92354035,0.26443577850272637,0.33270558694287505,0.776007,0.4452342100552729,0.588235294117647,0.896318,0.642364201663634,0.5372888396772115,0.7065263852614458
"Craig Electronics CMP791 -BUN 7"" Quad Core High Definition Touch Screen Tablet",0.0003942805336090214,0.013588114489393137,0.0015066778971475642,0.08383233532934131,0.08968609865470852,0.08791208791208792,0.40943718,0.50732285,0.44330943,0.0008854562381112134,0.12109115103127079,0.46182653,0.061473506037282646,0.17605048995183523,0.54495597,0.005828779917783091,0.1396250808015514,0.48193508,0.26140741835691916,0.3318589834256852,0.2773310071128933
